[29036:55964:0220/135210.591:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[29036:44108:0220/135210.644:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[29036:55964:0220/135210.668:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[29036:55964:0220/135213.481:WARNING:external_registry_loader_win.cc(232)] Error observing HKLM: 5
[16700:39732:0220/135214.868:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-C01D6358C080560ED94248634D179D05 will be ignored
[29036:55964:0220/154248.034:ERROR:device_event_log_impl.cc(196)] [15:42:48.027] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
20   --O                                                                       (2 = 0.7%) {73.3%}
21   O                                                                         (0 = 0.0%) {74.0%}
22   -O                                                                        (1 = 0.4%) {74.0%}
23   O                                                                         (0 = 0.0%) {74.4%}
24   -O                                                                        (1 = 0.4%) {74.4%}
25   ... 
29   -O                                                                        (1 = 0.4%) {74.7%}
31   -O                                                                        (1 = 0.4%) {75.1%}
33   --O                                                                       (2 = 0.7%) {75.5%}
35   ---O                                                                      (3 = 1.1%) {76.2%}
37   -O                                                                        (1 = 0.4%) {77.3%}
39   ----O                                                                     (4 = 1.4%) {77.6%}
41   ------O                                                                   (6 = 2.2%) {79.1%}
43   -----O                                                                    (5 = 1.8%) {81.2%}
45   --O                                                                       (2 = 0.7%) {83.0%}
47   O                                                                         (0 = 0.0%) {83.8%}
49   -O                                                                        (1 = 0.4%) {83.8%}
52   O                                                                         (0 = 0.0%) {84.1%}
55   ---O                                                                      (3 = 1.1%) {84.1%}
58   --O                                                                       (2 = 0.7%) {85.2%}
61   -O                                                                        (1 = 0.4%) {85.9%}
64   ... 
82   -O                                                                        (1 = 0.4%) {86.3%}
86   ---O                                                                      (3 = 1.1%) {86.6%}
90   --O                                                                       (2 = 0.7%) {87.7%}
95   --O                                                                       (2 = 0.7%) {88.4%}
100  O                                                                         (0 = 0.0%) {89.2%}
105  -----O                                                                    (5 = 1.8%) {89.2%}
110  ----O                                                                     (4 = 1.4%) {91.0%}
116  -O                                                                        (1 = 0.4%) {92.4%}
122  -O                                                                        (1 = 0.4%) {92.8%}
128  -O                                                                        (1 = 0.4%) {93.1%}
135  ---O                                                                      (3 = 1.1%) {93.5%}
142  --O                                                                       (2 = 0.7%) {94.6%}
149  -O                                                                        (1 = 0.4%) {95.3%}
157  O                                                                         (0 = 0.0%) {95.7%}
165  --O                                                                       (2 = 0.7%) {95.7%}
173  ... 
222  -O                                                                        (1 = 0.4%) {96.4%}
233  -O                                                                        (1 = 0.4%) {96.8%}
245  -O                                                                        (1 = 0.4%) {97.1%}
258  ... 
348  -O                                                                        (1 = 0.4%) {97.5%}
366  O                                                                         (0 = 0.0%) {97.8%}
385  -O                                                                        (1 = 0.4%) {97.8%}
405  O                                                                         (0 = 0.0%) {98.2%}
426  -O                                                                        (1 = 0.4%) {98.2%}
448  -O                                                                        (1 = 0.4%) {98.6%}
471  -O                                                                        (1 = 0.4%) {98.9%}
495  ... 
817  -O                                                                        (1 = 0.4%) {99.3%}
859  ... 
951  -O                                                                        (1 = 0.4%) {99.6%}
1000 O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.ActiveIntervalOffCpuDuration.Any.BrowserIO recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOffCpuDuration.Any.BrowserUI recorded 26 samples, mean = 0.0 (flags = 0x41)
0  --------------------------O                                               (26 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOffCpuDuration.Any.Other recorded 280 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (280 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOffCpuDuration.Medium.Other recorded 3 samples, mean = 0.0 (flags = 0x41)
0  ---O                                                                      (3 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOffCpuDuration.Short.BrowserIO recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOffCpuDuration.Short.BrowserUI recorded 26 samples, mean = 0.4 (flags = 0x41)
0  ---------------O                                                          (15 = 57.7%)
1  -----------O                                                              (11 = 42.3%) {57.7%}
2  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOffCpuDuration.Short.Other recorded 277 samples, mean = 3.6 (flags = 0x41)
0    --------------------------O                                               (43 = 15.5%)
1    ------------------------------------------------------------------------O (118 = 42.6%) {15.5%}
2    -------------------------------------------------O                        (80 = 28.9%) {58.1%}
3    ----O                                                                     (7 = 2.5%) {87.0%}
4    --O                                                                       (3 = 1.1%) {89.5%}
5    O                                                                         (0 = 0.0%) {90.6%}
6    -O                                                                        (1 = 0.4%) {90.6%}
7    -O                                                                        (1 = 0.4%) {91.0%}
8    -O                                                                        (1 = 0.4%) {91.3%}
9    -O                                                                        (1 = 0.4%) {91.7%}
10   ... 
13   -O                                                                        (1 = 0.4%) {92.1%}
14   ---O                                                                      (5 = 1.8%) {92.4%}
15   --O                                                                       (3 = 1.1%) {94.2%}
16   --O                                                                       (3 = 1.1%) {95.3%}
17   --O                                                                       (3 = 1.1%) {96.4%}
18   -O                                                                        (1 = 0.4%) {97.5%}
19   -O                                                                        (1 = 0.4%) {97.8%}
20   ... 
24   -O                                                                        (1 = 0.4%) {98.2%}
25   ... 
33   -O                                                                        (2 = 0.7%) {98.6%}
35   ... 
135  -O                                                                        (1 = 0.4%) {99.3%}
142  O                                                                         (0 = 0.0%) {99.6%}
149  -O                                                                        (1 = 0.4%) {99.6%}
157  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuDuration.Any.BrowserIO recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuDuration.Any.BrowserUI recorded 26 samples, mean = 0.0 (flags = 0x41)
0  --------------------------O                                               (26 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuDuration.Any.Other recorded 280 samples, mean = 0.0 (flags = 0x41)
0   ------------------------------------------------------------------------O (277 = 98.9%)
1   -O                                                                        (2 = 0.7%) {98.9%}
2   ... 
10  O                                                                         (1 = 0.4%) {99.6%}
12  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuDuration.Medium.Other recorded 3 samples, mean = 4.0 (flags = 0x41)
0   O                                                                         (0 = 0.0%)
1   --O                                                                       (2 = 66.7%) {0.0%}
2   ... 
10  -O                                                                        (1 = 33.3%) {66.7%}
11  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuDuration.Short.BrowserIO recorded 1 samples, mean = 52.0 (flags = 0x41)
0   ... 
52  -O                                                                        (1 = 100.0%) {0.0%}
55  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuDuration.Short.BrowserUI recorded 26 samples, mean = 0.3 (flags = 0x41)
0  -------------------O                                                      (19 = 73.1%)
1  -------O                                                                  (7 = 26.9%) {73.1%}
2  ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuDuration.Short.Other recorded 277 samples, mean = 37.0 (flags = 0x41)
0    --O                                                                       (3 = 1.1%)
1    O                                                                         (0 = 0.0%) {1.1%}
2    -O                                                                        (1 = 0.4%) {1.1%}
3    --O                                                                       (3 = 1.1%) {1.4%}
4    -----O                                                                    (6 = 2.2%) {2.5%}
5    --O                                                                       (2 = 0.7%) {4.7%}
6    ----O                                                                     (5 = 1.8%) {5.4%}
7    -----------------------------------------------O                          (57 = 20.6%) {7.2%}
8    ------------------------------------------------------------------------O (88 = 31.8%) {27.8%}
9    ---------------O                                                          (18 = 6.5%) {59.6%}
10   --O                                                                       (3 = 1.1%) {66.1%}
11   --------O                                                                 (10 = 3.6%) {67.1%}
12   ------O                                                                   (7 = 2.5%) {70.8%}
13   -O                                                                        (1 = 0.4%) {73.3%}
14   -O                                                                        (1 = 0.4%) {73.6%}
15   O                                                                         (0 = 0.0%) {74.0%}
16   -O                                                                        (1 = 0.4%) {74.0%}
17   -O                                                                        (1 = 0.4%) {74.4%}
18   -O                                                                        (1 = 0.4%) {74.7%}
19   -O                                                                        (1 = 0.4%) {75.1%}
20   ... 
29   --O                                                                       (2 = 0.7%) {75.5%}
31   --O                                                                       (2 = 0.7%) {76.2%}
33   --O                                                                       (2 = 0.7%) {76.9%}
35   -O                                                                        (1 = 0.4%) {77.6%}
37   --O                                                                       (3 = 1.1%) {78.0%}
39   -----O                                                                    (6 = 2.2%) {79.1%}
41   --O                                                                       (3 = 1.1%) {81.2%}
43   ----O                                                                     (5 = 1.8%) {82.3%}
45   ... 
49   -O                                                                        (1 = 0.4%) {84.1%}
52   --O                                                                       (3 = 1.1%) {84.5%}
55   -O                                                                        (1 = 0.4%) {85.6%}
58   -O                                                                        (1 = 0.4%) {85.9%}
61   -O                                                                        (1 = 0.4%) {86.3%}
64   ... 
78   --O                                                                       (2 = 0.7%) {86.6%}
82   --O                                                                       (2 = 0.7%) {87.4%}
86   --O                                                                       (3 = 1.1%) {88.1%}
90   -------O                                                                  (8 = 2.9%) {89.2%}
95   --O                                                                       (2 = 0.7%) {92.1%}
100  --O                                                                       (2 = 0.7%) {92.8%}
105  ... 
116  --O                                                                       (3 = 1.1%) {93.5%}
122  --O                                                                       (2 = 0.7%) {94.6%}
128  -O                                                                        (1 = 0.4%) {95.3%}
135  -O                                                                        (1 = 0.4%) {95.7%}
142  ... 
165  -O                                                                        (1 = 0.4%) {96.0%}
173  ... 
222  -O                                                                        (1 = 0.4%) {96.4%}
233  -O                                                                        (1 = 0.4%) {96.8%}
245  -O                                                                        (1 = 0.4%) {97.1%}
258  ... 
348  -O                                                                        (1 = 0.4%) {97.5%}
366  O                                                                         (0 = 0.0%) {97.8%}
385  -O                                                                        (1 = 0.4%) {97.8%}
405  O                                                                         (0 = 0.0%) {98.2%}
426  -O                                                                        (1 = 0.4%) {98.2%}
448  -O                                                                        (1 = 0.4%) {98.6%}
471  -O                                                                        (1 = 0.4%) {98.9%}
495  ... 
703  -O                                                                        (1 = 0.4%) {99.3%}
739  ... 
951  -O                                                                        (1 = 0.4%) {99.6%}
1000 O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuPercentage.Any.BrowserIO recorded 1 samples, mean = 100.0 (flags = 0x41)
0    ... 
100  -O                                                                        (1 = 100.0%) {0.0%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuPercentage.Any.BrowserUI recorded 26 samples, mean = 57.7 (flags = 0x41)
0    -----------O                                                              (11 = 42.3%)
1    ... 
100  ---------------O                                                          (15 = 57.7%) {42.3%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuPercentage.Any.Other recorded 280 samples, mean = 87.6 (flags = 0x41)
0    ---O                                                                      (3 = 1.1%)
1    ... 
36   -O                                                                        (1 = 0.4%) {1.1%}
37   ... 
66   -----O                                                                    (5 = 1.8%) {1.4%}
67   ... 
70   -O                                                                        (1 = 0.4%) {3.2%}
71   O                                                                         (0 = 0.0%) {3.6%}
72   -O                                                                        (1 = 0.4%) {3.6%}
73   ... 
75   -----O                                                                    (5 = 1.8%) {3.9%}
76   O                                                                         (0 = 0.0%) {5.7%}
77   -----------------------O                                                  (23 = 8.2%) {5.7%}
78   --O                                                                       (2 = 0.7%) {13.9%}
79   O                                                                         (0 = 0.0%) {14.6%}
80   -------------------O                                                      (19 = 6.8%) {14.6%}
81   ------O                                                                   (6 = 2.1%) {21.4%}
82   O                                                                         (0 = 0.0%) {23.6%}
83   --------O                                                                 (8 = 2.9%) {23.6%}
84   -----O                                                                    (5 = 1.8%) {26.4%}
85   -------O                                                                  (7 = 2.5%) {28.2%}
86   --O                                                                       (2 = 0.7%) {30.7%}
87   -----------------------------------O                                      (35 = 12.5%) {31.4%}
88   ---------------------------------------------O                            (45 = 16.1%) {43.9%}
89   -O                                                                        (1 = 0.4%) {60.0%}
90   --------O                                                                 (8 = 2.9%) {60.4%}
91   -------O                                                                  (7 = 2.5%) {63.2%}
92   -------O                                                                  (7 = 2.5%) {65.7%}
93   -O                                                                        (1 = 0.4%) {68.2%}
94   -----O                                                                    (5 = 1.8%) {68.6%}
95   --------O                                                                 (8 = 2.9%) {70.4%}
96   ----O                                                                     (4 = 1.4%) {73.2%}
97   ---------O                                                                (9 = 3.2%) {74.6%}
98   --------O                                                                 (8 = 2.9%) {77.9%}
99   -----------O                                                              (11 = 3.9%) {80.7%}
100  -------------------------------------------O                              (43 = 15.4%) {84.6%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuPercentage.Medium.Other recorded 3 samples, mean = 98.7 (flags = 0x41)
0   ... 
98  -O                                                                        (1 = 33.3%) {0.0%}
99  --O                                                                       (2 = 66.7%) {33.3%}
100 ... 

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuPercentage.Short.BrowserIO recorded 1 samples, mean = 100.0 (flags = 0x41)
0    ... 
100  -O                                                                        (1 = 100.0%) {0.0%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuPercentage.Short.BrowserUI recorded 26 samples, mean = 57.7 (flags = 0x41)
0    -----------O                                                              (11 = 42.3%)
1    ... 
100  ---------------O                                                          (15 = 57.7%) {42.3%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.ActiveIntervalOnCpuPercentage.Short.Other recorded 277 samples, mean = 87.4 (flags = 0x41)
0    ---O                                                                      (3 = 1.1%)
1    ... 
36   -O                                                                        (1 = 0.4%) {1.1%}
37   ... 
66   -----O                                                                    (5 = 1.8%) {1.4%}
67   ... 
70   -O                                                                        (1 = 0.4%) {3.2%}
71   O                                                                         (0 = 0.0%) {3.6%}
72   -O                                                                        (1 = 0.4%) {3.6%}
73   ... 
75   -----O                                                                    (5 = 1.8%) {4.0%}
76   O                                                                         (0 = 0.0%) {5.8%}
77   -----------------------O                                                  (23 = 8.3%) {5.8%}
78   --O                                                                       (2 = 0.7%) {14.1%}
79   O                                                                         (0 = 0.0%) {14.8%}
80   -------------------O                                                      (19 = 6.9%) {14.8%}
81   ------O                                                                   (6 = 2.2%) {21.7%}
82   O                                                                         (0 = 0.0%) {23.8%}
83   --------O                                                                 (8 = 2.9%) {23.8%}
84   -----O                                                                    (5 = 1.8%) {26.7%}
85   -------O                                                                  (7 = 2.5%) {28.5%}
86   --O                                                                       (2 = 0.7%) {31.0%}
87   -----------------------------------O                                      (35 = 12.6%) {31.8%}
88   ---------------------------------------------O                            (45 = 16.2%) {44.4%}
89   -O                                                                        (1 = 0.4%) {60.6%}
90   --------O                                                                 (8 = 2.9%) {61.0%}
91   -------O                                                                  (7 = 2.5%) {63.9%}
92   -------O                                                                  (7 = 2.5%) {66.4%}
93   -O                                                                        (1 = 0.4%) {69.0%}
94   -----O                                                                    (5 = 1.8%) {69.3%}
95   --------O                                                                 (8 = 2.9%) {71.1%}
96   ----O                                                                     (4 = 1.4%) {74.0%}
97   ---------O                                                                (9 = 3.2%) {75.5%}
98   -------O                                                                  (7 = 2.5%) {78.7%}
99   ---------O                                                                (9 = 3.2%) {81.2%}
100  -------------------------------------------O                              (43 = 15.5%) {84.5%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.IdleDuration.Any.BrowserIO recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.IdleDuration.Any.BrowserUI recorded 26 samples, mean = 0.0 (flags = 0x41)
0  --------------------------O                                               (26 = 100.0%)
1  ... 

Histogram: Scheduling.ThreadController.IdleDuration.Any.Other recorded 81 samples, mean = 1694.0 (flags = 0x41)
0      -------------------------O                                                (25 = 30.9%)
1      O                                                                         (0 = 0.0%) {30.9%}
2      -O                                                                        (1 = 1.2%) {30.9%}
3      -O                                                                        (1 = 1.2%) {32.1%}
4      O                                                                         (0 = 0.0%) {33.3%}
5      -O                                                                        (1 = 1.2%) {33.3%}
6      ... 
14     -O                                                                        (1 = 1.2%) {34.6%}
17     ... 
81     ----O                                                                     (4 = 4.9%) {35.8%}
96     ---------------O                                                          (15 = 18.5%) {40.7%}
114    ... 
226    -O                                                                        (1 = 1.2%) {59.3%}
268    ... 
894    ------------------O                                                       (18 = 22.2%) {60.5%}
1062   ... 
2516   --O                                                                       (2 = 2.5%) {82.7%}
2990   O                                                                         (0 = 0.0%) {85.2%}
3553   ---------O                                                                (9 = 11.1%) {85.2%}
4222   -O                                                                        (1 = 1.2%) {96.3%}
5017   ... 
10000  --O                                                                       (2 = 2.5%) {97.5%}

Histogram: Scheduling.ThreadController.IdleDuration.Medium.Other recorded 10 samples, mean = 59.2 (flags = 0x41)
0   ... 
2   -O                                                                        (1 = 10.0%) {0.0%}
3   -O                                                                        (1 = 10.0%) {10.0%}
4   O                                                                         (0 = 0.0%) {20.0%}
5   -O                                                                        (1 = 10.0%) {20.0%}
6   ... 
15  -O                                                                        (1 = 10.0%) {30.0%}
16  ... 
92  ---O                                                                      (3 = 30.0%) {40.0%}
93  -O                                                                        (1 = 10.0%) {70.0%}
94  ... 
98  --O                                                                       (2 = 20.0%) {80.0%}
100 O                                                                         (0 = 0.0%) {100.0%}

Histogram: Scheduling.ThreadController.IdleDuration.Short.BrowserIO recorded 1 samples, mean = 383.0 (flags = 0x41)
0    ... 
366  -O                                                                        (1 = 100.0%) {0.0%}
385  ... 

Histogram: Scheduling.ThreadController.IdleDuration.Short.BrowserUI recorded 26 samples, mean = 9.8 (flags = 0x41)
0    ... 
2    --------------O                                                           (14 = 53.8%) {0.0%}
3    ----O                                                                     (4 = 15.4%) {53.8%}
4    ----O                                                                     (4 = 15.4%) {69.2%}
5    O                                                                         (0 = 0.0%) {84.6%}
6    -O                                                                        (1 = 3.8%) {84.6%}
7    -O                                                                        (1 = 3.8%) {88.5%}
8    ... 
47   -O                                                                        (1 = 3.8%) {92.3%}
49   ... 
135  -O                                                                        (1 = 3.8%) {96.2%}
142  ... 

Histogram: Scheduling.ThreadController.IdleDuration.Short.Other recorded 25 samples, mean = 64.2 (flags = 0x41)
0    ... 
12   -O                                                                        (1 = 4.0%) {0.0%}
13   ... 
17   ---O                                                                      (3 = 12.0%) {4.0%}
18   -----O                                                                    (5 = 20.0%) {16.0%}
19   -O                                                                        (1 = 4.0%) {36.0%}
20   ... 
23   ---O                                                                      (3 = 12.0%) {40.0%}
24   --O                                                                       (2 = 8.0%) {52.0%}
25   ... 
27   -O                                                                        (1 = 4.0%) {60.0%}
28   ... 
43   -O                                                                        (1 = 4.0%) {64.0%}
45   -O                                                                        (1 = 4.0%) {68.0%}
47   ... 
55   --O                                                                       (2 = 8.0%) {72.0%}
58   ... 
82   -O                                                                        (1 = 4.0%) {80.0%}
86   ... 
157  -O                                                                        (1 = 4.0%) {84.0%}
165  ... 
182  -O                                                                        (1 = 4.0%) {88.0%}
191  ... 
300  -O                                                                        (1 = 4.0%) {92.0%}
315  ... 
348  -O                                                                        (1 = 4.0%) {96.0%}
366  ... 

Histogram: Search.ChoiceReprompt recorded 1 samples, mean = 6.0 (flags = 0x41)
0  ... 
6  -O                                                                        (1 = 100.0%) {0.0%}
7  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Search.DefaultSearchProviderType2 recorded 1 samples, mean = 14.0 (flags = 0x41)
0   ... 
14  -O                                                                        (1 = 100.0%) {0.0%}
15  ... 

Histogram: Search.SearchProviderOverrideStatus recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: Security.GwpAsan.Activated.Malloc.Browser recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Security.GwpAsan.Activated.PartitionAlloc.Browser recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Security.HttpsFirstMode.SettingEnabledAtStartup recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Security.JSONParser.ChromiumExtensionUsage recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Security.JSONParser.ParsingTime recorded 121 samples, mean = 9.4 (flags = 0x41)
0    ----------------------------O                                             (28 = 23.1%)
1    ---------------------------------------------O                            (45 = 37.2%) {23.1%}
2    -O                                                                        (1 = 0.8%) {60.3%}
3    ----O                                                                     (4 = 3.3%) {61.2%}
4    -O                                                                        (1 = 0.8%) {64.5%}
5    -------O                                                                  (7 = 5.8%) {65.3%}
7    -----------O                                                              (11 = 9.1%) {71.1%}
9    -------O                                                                  (7 = 5.8%) {80.2%}
12   --O                                                                       (2 = 1.7%) {86.0%}
16   -O                                                                        (1 = 0.8%) {87.6%}
21   -O                                                                        (1 = 0.8%) {88.4%}
28   ---O                                                                      (3 = 2.5%) {89.3%}
37   ----O                                                                     (4 = 3.3%) {91.7%}
49   --O                                                                       (2 = 1.7%) {95.0%}
65   -O                                                                        (1 = 0.8%) {96.7%}
86   --O                                                                       (2 = 1.7%) {97.5%}
113  O                                                                         (0 = 0.0%) {99.2%}
149  -O                                                                        (1 = 0.8%) {99.2%}
196  ... 

Histogram: Security.NavigationRequestSecurityLevel recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  ... 

Histogram: Security.PageEndReason.SECURE recorded 1 samples, mean = 6.0 (flags = 0x41)
0  ... 
6  -O                                                                        (1 = 100.0%) {0.0%}
7  ... 

Histogram: Security.PageEndReason.SafetyTip_None recorded 1 samples, mean = 6.0 (flags = 0x41)
0  ... 
6  -O                                                                        (1 = 100.0%) {0.0%}
7  ... 

Histogram: Security.PrivateNetworkAccess.CheckResult recorded 152 samples, mean = 0.9 (flags = 0x41)
0   ------------------------------------------------------------------------O (110 = 72.4%)
1   ----------------------O                                                   (34 = 22.4%) {72.4%}
2   ... 
12  -----O                                                                    (8 = 5.3%) {94.7%}
13  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Security.SCTAuditing.NumPersistedReportsLoaded recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Security.SafetyTips.GetReputationStatusWithEngagedSitesTime recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Security.SafetyTips.ReputationCheckComplete.DidFinishNavigation recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SafetyTips.SafetyTipShown recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SafetyTips.StatusWithInitiator.Unknown recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SecurityLevel.OnCommit recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: Security.SecurityLevel.OnComplete recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: Security.SiteEngagement.SECURE recorded 1 samples, mean = 10.0 (flags = 0x41)
0   ... 
10  -O                                                                        (1 = 100.0%) {0.0%}
11  ... 

Histogram: Security.SiteEngagement.SafetyTip_None recorded 1 samples, mean = 10.0 (flags = 0x41)
0   ... 
10  -O                                                                        (1 = 100.0%) {0.0%}
11  ... 

Histogram: Security.TimeOnPage2.SECURE recorded 1 samples, mean = 16103094.0 (flags = 0x41)
0        ... 
3600000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: Security.TimeOnPage2.SafetyTip_None recorded 1 samples, mean = 16103094.0 (flags = 0x41)
0        ... 
3600000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: SegmentationPlatform.ClassificationRequest.TotalDuration.DeviceSwitcher recorded 1 samples, mean = 63593.0 (flags = 0x41)
0      ... 
10000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: SegmentationPlatform.CrossDeviceUser.PostProcessing.TopLabel.Computed recorded 1 samples (flags = 0x41)
-1 -O                                                                        (1 = 100.0%)

Histogram: SegmentationPlatform.Database.AddUmaMetric recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.Database.RunReadOnlyQueries recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.Database.StoreUkmEntry recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.Database.UpdateUrlForUkmSource recorded 6 samples, mean = 1.7 (flags = 0x41)
0  ----O                                                                     (4 = 66.7%)
1  -O                                                                        (1 = 16.7%) {66.7%}
2  ... 
8  -O                                                                        (1 = 16.7%) {83.3%}
10 ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.ChromeLowUserEngagement recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.ComposePromotion recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.CrossDeviceUserSegment recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.DatabaseApiClients recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.DeviceSwitcher recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.PasswordManagerUser recorded 1 samples, mean = 7.0 (flags = 0x41)
0  ... 
7  -O                                                                        (1 = 100.0%) {0.0%}
8  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.ResumeHeavyUserSegment recorded 1 samples, mean = 5.0 (flags = 0x41)
0  ... 
5  -O                                                                        (1 = 100.0%) {0.0%}
6  ... 

