[44236:44240:0213/213217.974:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[44236:44700:0213/213218.021:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[44236:44240:0213/213218.044:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[44236:44240:0213/213220.701:WARNING:external_registry_loader_win.cc(232)] Error observing HKLM: 5
[20588:42848:0213/213221.687:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-2EA7CC29B99CA042DDF1DA871319619B will be ignored
[44236:44240:0213/213224.722:ERROR:device_event_log_impl.cc(196)] [21:32:24.719] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
1  ... 

Histogram: PasswordManager.PasswordStoreBackend.GetAllLoginsAsync.Success recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.PasswordStoreBackend.GetAutofillableLoginsAsync recorded 4 samples, mean = 1.0 (flags = 0x41)
0  --O                                                                       (2 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  --O                                                                       (2 = 50.0%) {50.0%}
3  ... 

Histogram: PasswordManager.PasswordStoreBackend.GetAutofillableLoginsAsync.Latency recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  ... 

Histogram: PasswordManager.PasswordStoreBackend.GetAutofillableLoginsAsync.Success recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAllLoginsAsync recorded 4 samples, mean = 1.0 (flags = 0x41)
0  --O                                                                       (2 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  --O                                                                       (2 = 50.0%) {50.0%}
3  ... 

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAllLoginsAsync.Latency recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAllLoginsAsync.Success recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAutofillableLoginsAsync recorded 4 samples, mean = 1.0 (flags = 0x41)
0  --O                                                                       (2 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  --O                                                                       (2 = 50.0%) {50.0%}
3  ... 

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAutofillableLoginsAsync.Latency recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  ... 

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAutofillableLoginsAsync.Success recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.ProfileStore.InaccessiblePasswords3 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.LoginDatabaseEncryptionStatus recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.SavedGaiaPasswordHashCount2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.SyncMetadataReadError2 recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: PaymentRequest.IsCanMakePaymentAllowedByPref.Startup recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PerformanceManager.CPUMonitorMemoryUse.AllContexts.Dead recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.AllContexts.Live recorded 7 samples, mean = 2.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.AllContexts.Total recorded 7 samples, mean = 2.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.FrameContexts.Dead recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.FrameContexts.Live recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.FrameContexts.Total recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.OriginInBrowsingInstanceContexts.Dead recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.OriginInBrowsingInstanceContexts.Live recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.OriginInBrowsingInstanceContexts.Total recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.PageContexts.Dead recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.PageContexts.Live recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.PageContexts.Total recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.ProcessContexts.Dead recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.ProcessContexts.Live recorded 7 samples, mean = 1.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.ProcessContexts.Total recorded 7 samples, mean = 1.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.WorkerContexts.Dead recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.WorkerContexts.Live recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.CPUMonitorMemoryUse.WorkerContexts.Total recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1000... 

Histogram: PerformanceManager.LoadingNotQuiescentPageCount.All recorded 558 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (558 = 100.0%)
1  ... 

Histogram: PerformanceManager.LoadingNotQuiescentPageCount.Hidden recorded 558 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (558 = 100.0%)
1  ... 

Histogram: PerformanceManager.LoadingNotQuiescentPageCount.MixedVisibility recorded 558 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (558 = 100.0%)
1  ... 

Histogram: PerformanceManager.LoadingNotQuiescentPageCount.Visible recorded 558 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (558 = 100.0%)
1  ... 

Histogram: PerformanceManager.QuiescentPageCount recorded 558 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------------------------------------------------------------------------O (558 = 100.0%) {0.0%}
2  ... 

Histogram: PerformanceManager.SiteDB.DatabaseInit recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PerformanceManager.SiteDB.OnDiskSize recorded 1 samples, mean = 1.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1000... 

Histogram: PerformanceManager.SiteDB.WriteCompleted.WriteSiteDataIntoStore recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PerformanceManager.SiteDB.WriteScheduled.WriteSiteDataIntoStore recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PerformanceManager.TabRevisitTracker.TimeToClose2 recorded 1 samples, mean = 16796.0 (flags = 0x41)
0      ... 
16598  -O                                                                        (1 = 100.0%) {0.0%}
17465  ... 

Histogram: PerformanceManager.UserTuning.BatterySaverModeEnabledPercent recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PerformanceManager.UserTuning.MemorySaverModeEnabledPercent recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PerformanceMonitor.AverageCPU8.BrowserProcess recorded 139 samples, mean = 32821.0 (flags = 0x41)
0      ... 
983    -----------O                                                              (16 = 11.5%) {0.0%}
1187   -O                                                                        (1 = 0.7%) {11.5%}
1433   -O                                                                        (2 = 1.4%) {12.2%}
1730   -O                                                                        (1 = 0.7%) {13.7%}
2088   ... 
5353   --O                                                                       (3 = 2.2%) {14.4%}
6462   ... 
9417   -O                                                                        (1 = 0.7%) {16.5%}
11368  --O                                                                       (3 = 2.2%) {17.3%}
13724  --O                                                                       (3 = 2.2%) {19.4%}
16567  -O                                                                        (2 = 1.4%) {21.6%}
20000  ------------------------------------------------------------------------O (107 = 77.0%) {23.0%}

Histogram: PerformanceMonitor.AverageCPU8.GPUProcess recorded 139 samples, mean = 63.1 (flags = 0x41)
0     ... 
10    ---------------O                                                          (15 = 10.8%) {0.0%}
12    --------------------------------------------------------------O           (62 = 44.6%) {10.8%}
15    -------------------O                                                      (19 = 13.7%) {55.4%}
18    -----O                                                                    (5 = 3.6%) {69.1%}
22    ---------O                                                                (9 = 6.5%) {72.7%}
27    ------------O                                                             (12 = 8.6%) {79.1%}
33    --------------O                                                           (14 = 10.1%) {87.8%}
40    --O                                                                       (2 = 1.4%) {97.8%}
48    ... 
5353  -O                                                                        (1 = 0.7%) {99.3%}
6462  ... 

Histogram: PerformanceMonitor.AverageCPU8.NetworkProcess recorded 139 samples, mean = 2.4 (flags = 0x41)
0   O                                                                         (0 = 0.0%)
1   ----------O                                                               (14 = 10.1%) {0.0%}
2   ------------------------------------------------------------------------O (105 = 75.5%) {10.1%}
3   -----O                                                                    (7 = 5.0%) {85.6%}
4   ---O                                                                      (4 = 2.9%) {90.6%}
5   -O                                                                        (1 = 0.7%) {93.5%}
6   -----O                                                                    (7 = 5.0%) {94.2%}
7   ... 
18  -O                                                                        (1 = 0.7%) {99.3%}
22  ... 

Histogram: PerformanceMonitor.AverageCPU8.OtherProcess recorded 139 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (139 = 100.0%)
1  ... 

Histogram: PerformanceMonitor.AverageCPU8.RendererExtensionEventProcess recorded 139 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (139 = 100.0%)
1  ... 

Histogram: PerformanceMonitor.AverageCPU8.RendererExtensionPersistentProcess recorded 139 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (139 = 100.0%)
1  ... 

Histogram: PerformanceMonitor.AverageCPU8.RendererProcess recorded 139 samples, mean = 1.9 (flags = 0x41)
0    ------------------------------------------------------------------------O (138 = 99.3%)
1    ... 
263  -O                                                                        (1 = 0.7%) {99.3%}
317  ... 

Histogram: PerformanceMonitor.AverageCPU8.Total recorded 139 samples, mean = 32844.3 (flags = 0x41)
0      ... 
983    -----------O                                                              (16 = 11.5%) {0.0%}
1187   -O                                                                        (1 = 0.7%) {11.5%}
1433   -O                                                                        (2 = 1.4%) {12.2%}
1730   -O                                                                        (1 = 0.7%) {13.7%}
2088   ... 
5353   --O                                                                       (3 = 2.2%) {14.4%}
6462   ... 
9417   -O                                                                        (1 = 0.7%) {16.5%}
11368  --O                                                                       (3 = 2.2%) {17.3%}
13724  --O                                                                       (3 = 2.2%) {19.4%}
16567  -O                                                                        (2 = 1.4%) {21.6%}
20000  ------------------------------------------------------------------------O (107 = 77.0%) {23.0%}

Histogram: PerformanceMonitor.AverageCPU8.Total.ZeroWindow recorded 139 samples, mean = 32844.3 (flags = 0x41)
0      ... 
983    -----------O                                                              (16 = 11.5%) {0.0%}
1187   -O                                                                        (1 = 0.7%) {11.5%}
1433   -O                                                                        (2 = 1.4%) {12.2%}
1730   -O                                                                        (1 = 0.7%) {13.7%}
2088   ... 
5353   --O                                                                       (3 = 2.2%) {14.4%}
6462   ... 
9417   -O                                                                        (1 = 0.7%) {16.5%}
11368  --O                                                                       (3 = 2.2%) {17.3%}
13724  --O                                                                       (3 = 2.2%) {19.4%}
16567  -O                                                                        (2 = 1.4%) {21.6%}
20000  ------------------------------------------------------------------------O (107 = 77.0%) {23.0%}

Histogram: PerformanceMonitor.AverageCPU8.UtilityProcess recorded 139 samples, mean = 30.0 (flags = 0x41)
0     ------------------------------------------------------------------------O (138 = 99.3%)
1     ... 
3673  -O                                                                        (1 = 0.7%) {99.3%}
4434  ... 

Histogram: PerformanceMonitor.HasPreciseCPUUsage recorded 9 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ---------O                                                                (9 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PerformanceMonitor.UsageScenario.LongInterval recorded 139 samples, mean = 13.0 (flags = 0x41)
0   ... 
13  ------------------------------------------------------------------------O (139 = 100.0%) {0.0%}
14  ... 

Histogram: Permissions.API.CreatedPermissionStatusObjects recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Permissions.Experimental.PrimaryMainNavigationFinished.AudioCapture.TopLevelHeaderPolicy recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Permissions.Experimental.PrimaryMainNavigationFinished.Geolocation.TopLevelHeaderPolicy recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Permissions.Experimental.PrimaryMainNavigationFinished.VideoCapture.TopLevelHeaderPolicy recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Permissions.QuietNotificationPrompts.RegularProfile.IsEnabledInPrefs recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Platform.IntelMaxMicroArchitecture recorded 1 samples, mean = 13.0 (flags = 0x41)
0   ... 
13  -O                                                                        (1 = 100.0%) {0.0%}
14  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Power.BatteryDischargeMode5 recorded 279 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  ------------------------------------------------------------------------O (279 = 100.0%) {0.0%}
5  ... 

Histogram: Power.BatteryDischargeMode5.Initial recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

Histogram: Power.BatteryDischargeMode5.Periodic recorded 278 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  ------------------------------------------------------------------------O (278 = 100.0%) {0.0%}
5  ... 

Histogram: Power.BatteryDischargeMode5.TenMinutes recorded 27 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  ---------------------------O                                              (27 = 100.0%) {0.0%}
5  ... 

Histogram: Power.BatteryDischargeMode5.ZeroWindow recorded 279 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  ------------------------------------------------------------------------O (279 = 100.0%) {0.0%}
5  ... 

Histogram: Power.BatteryDischargeMode5.ZeroWindow.Initial recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

Histogram: Power.BatteryDischargeMode5.ZeroWindow.Periodic recorded 278 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  ------------------------------------------------------------------------O (278 = 100.0%) {0.0%}
5  ... 

Histogram: Power.HasPreciseBatteryDischargeGranularity recorded 279 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (279 = 100.0%)
1  ... 

Histogram: Prefs.JSonStore.SetValueKey recorded 237 samples (flags = 0x41)
372921139   ------------------------------------------------------------------------O (103 = 43.5%)
852125461   -O                                                                        (2 = 0.8%)
1227647714  -O                                                                        (1 = 0.4%)
1300345862  --O                                                                       (3 = 1.3%)
1697794008  -O                                                                        (1 = 0.4%)
1923415074  --------------O                                                           (20 = 8.4%)
1927273959  -O                                                                        (1 = 0.4%)
1936820420  -O                                                                        (2 = 0.8%)
1956100443  -O                                                                        (1 = 0.4%)
2056672062  -----------------------------------------------------------------------O  (102 = 43.0%)
2082524502  -O                                                                        (1 = 0.4%)

Histogram: Privacy.CookieControlsSetting.RegularProfile recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Privacy.DIPS.BounceCategoryServer.Block3PC recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Privacy.DIPS.ClearedSitesCount.Block3PC recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Privacy.DIPS.DIPSErrorCodes recorded 1 samples, mean = 6.0 (flags = 0x41)
0  ... 
6  -O                                                                        (1 = 100.0%) {0.0%}
7  ... 

Histogram: Privacy.DIPS.Database.Operation.FilterSitesWithProtectiveEventTime recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Privacy.DIPS.Database.Operation.GetSitesThatBouncedWithStateTime recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Privacy.DIPS.Database.Operation.InitTime recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Privacy.DIPS.Database.Operation.ReadPopupTime recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Privacy.DIPS.Database.Operation.ReadTime recorded 3 samples, mean = 0.0 (flags = 0x41)
0  ---O                                                                      (3 = 100.0%)
1  ... 

Histogram: Privacy.DIPS.Database.Operation.RemoveRowsTime recorded 1 samples, mean = 6.0 (flags = 0x41)
0  ... 
6  -O                                                                        (1 = 100.0%) {0.0%}
7  ... 

Histogram: Privacy.DIPS.Database.Operation.WriteTime recorded 1 samples, mean = 7.0 (flags = 0x41)
0  ... 
7  -O                                                                        (1 = 100.0%) {0.0%}
8  ... 

Histogram: Privacy.DIPS.DatabaseEntryCount recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: Privacy.DIPS.DatabaseHealthMetricsTime recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Privacy.DIPS.DatabaseInit recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Privacy.DIPS.DatabaseSize recorded 1 samples, mean = 36.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1000... 

Histogram: Privacy.DoNotTrackSetting2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Privacy.ThirdPartyCookieBlockingSetting.RegularProfile recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PrivacyBudget.Identifiability.FinchConfigValidationResult recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PrivacyBudget.Identifiability.RecordedSample recorded 85 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (85 = 100.0%)
1  ... 

Histogram: PrivacySandbox.Attestations.EstimateMemoryUsage.AttestationsMap recorded 1 samples, mean = 24.0 (flags = 0x41)
0   ... 
24  -O                                                                        (1 = 100.0%) {0.0%}
29  ... 

Histogram: PrivacySandbox.Attestations.InitializationDuration.ComponentReadyFromApplicationStart recorded 1 samples, mean = 2729.0 (flags = 0x41)
0     ... 
2394  -O                                                                        (1 = 100.0%) {0.0%}
2763  ... 

Histogram: PrivacySandbox.Attestations.InitializationDuration.Parsing recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PrivacySandbox.Attestations.Parsing.Status recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PrivacySandbox.IsTopicsAllowed recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: PrivacySandbox.NoticeRequirement.IsVariationCountryEmpty recorded 3 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ---O                                                                      (3 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PrivacySandbox.NoticeRequirement.IsVariationServiceReady recorded 3 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ---O                                                                      (3 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PrivacySandbox.TrackingProtection.OnboardingStartup.State recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PrivacySandbox.TrackingProtection.SilentOnboardingStartup.State recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.AppCount recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.BookmarksSize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.CookiesSize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.Destroyer.OffTheRecord recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Profile.DidDestroyProfileBeforeShutdown recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.ExtensionSize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.FaviconsSize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.HistorySize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.KeepAliveLeakAtShutdown recorded 2 samples, mean = 3.5 (flags = 0x41)
0  -O                                                                        (1 = 50.0%)
1  ... 
7  -O                                                                        (1 = 50.0%) {50.0%}
8  ... 

Histogram: Profile.LiveProfileCount recorded 9 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ---------O                                                                (9 = 100.0%) {0.0%}
2  ... 

Histogram: Profile.TopSitesSize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.TotalHistorySize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.TotalSize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.TotalSizeRecursive recorded 1 samples, mean = 30.0 (flags = 0x41)
0   ... 
29  -O                                                                        (1 = 100.0%) {0.0%}
34  ... 

Histogram: Profile.TriggeredReset recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.VisitedLinksSize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.WebDataSize recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Profile.ZombieProfileCount recorded 9 samples, mean = 0.0 (flags = 0x41)
0  ---------O                                                                (9 = 100.0%)
1  ... 

Histogram: ProfilePicker.StartupMode.CreateInitialProfile recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: ProfilePicker.StartupMode.GetStartupProfile recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: ProfilePicker.StartupReason.GetStartupProfile recorded 1 samples, mean = 27.0 (flags = 0x41)
0   ... 
27  -O                                                                        (1 = 100.0%) {0.0%}
28  ... 

Histogram: ProtoDB.GetErrorStatus.Metadata recorded 0 samples (flags = 0x41)
0 ... 

Histogram: ProtoDB.GetFound.Metadata recorded 18 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------------------O                                                       (18 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: ProtoDB.GetSuccess.Metadata recorded 18 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------------------O                                                       (18 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: ProtoDB.InitStatus.BudgetManager recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

Histogram: ProtoDB.InitStatus.CartDatabase recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

